Box,Folder,item,accession number,Title,Play dates,Year,Written by,Director,Location,Notes,Multiplay,Non-Theatrical,era,era,height,width
10,120,1,dra037-s01-b010-f120-i01-p0008,Tom's Suite: A New Musical,May 12-16,1992,,Loni Berry,"""Yale  School of Drama, Yale Repertory Theatre""",Based on Uncle Tom's Cabin.,,,,stan_wojewodski,2048,1328
10,120,2,dra037-s01-b010-f120-i02-p0001,"""Twelfth Night or, What You Will""",May 14-16,1992,William Shakespeare,Kamyar Atabi,"""Yale School of Drama, The Studio""",,,,,stan_wojewodski,2048,1341
10,120,2,dra037-s01-b010-f120-i02-p0002,"""Twelfth Night or, What You Will""",May 14-16,1992,William Shakespeare,Kamyar Atabi,"""Yale School of Drama, The Studio""",,,,,stan_wojewodski,2048,1269
10,120,2,dra037-s01-b010-f120-i02-p0003,"""Twelfth Night or, What You Will""",May 14-16,1992,William Shakespeare,Kamyar Atabi,"""Yale School of Drama, The Studio""",,,,,stan_wojewodski,2048,1313
10,120,2,dra037-s01-b010-f120-i02-p0004,"""Twelfth Night or, What You Will""",May 14-16,1992,William Shakespeare,Kamyar Atabi,"""Yale School of Drama, The Studio""",,,,,stan_wojewodski,2048,1323
10,120,3,dra037-s01-b010-f120-i03-p0001,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1533
10,120,3,dra037-s01-b010-f120-i03-p0002,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1522
10,120,3,dra037-s01-b010-f120-i03-p0003,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1532
10,120,3,dra037-s01-b010-f120-i03-p0004,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1502
10,120,3,dra037-s01-b010-f120-i03-p0005,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1534
10,120,3,dra037-s01-b010-f120-i03-p0006,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1519
10,120,3,dra037-s01-b010-f120-i03-p0007,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1524
10,120,3,dra037-s01-b010-f120-i03-p0008,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1522
10,120,3,dra037-s01-b010-f120-i03-p0009,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1530
10,120,3,dra037-s01-b010-f120-i03-p0010,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1528
10,120,3,dra037-s01-b010-f120-i03-p0011,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1528
10,120,3,dra037-s01-b010-f120-i03-p0012,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1527
10,120,3,dra037-s01-b010-f120-i03-p0013,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1499
10,120,3,dra037-s01-b010-f120-i03-p0014,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1507
10,120,3,dra037-s01-b010-f120-i03-p0015,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1475
10,120,3,dra037-s01-b010-f120-i03-p0016,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,1405,2048
10,120,3,dra037-s01-b010-f120-i03-p0017,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,1407,2048
10,120,3,dra037-s01-b010-f120-i03-p0018,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1533
10,120,3,dra037-s01-b010-f120-i03-p0019,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1527
10,120,3,dra037-s01-b010-f120-i03-p0020,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1526
10,120,3,dra037-s01-b010-f120-i03-p0021,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1532
10,120,3,dra037-s01-b010-f120-i03-p0022,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1524
10,120,3,dra037-s01-b010-f120-i03-p0023,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1526
10,120,3,dra037-s01-b010-f120-i03-p0024,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1532
10,120,3,dra037-s01-b010-f120-i03-p0025,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1530
10,120,3,dra037-s01-b010-f120-i03-p0026,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1535
10,120,3,dra037-s01-b010-f120-i03-p0027,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1530
10,120,3,dra037-s01-b010-f120-i03-p0028,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1529
10,120,3,dra037-s01-b010-f120-i03-p0029,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1528
10,120,3,dra037-s01-b010-f120-i03-p0030,The Beauty Party,Apr. 23-May 23,1992,S. J. Perelman,Walton Jones,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1537
10,121,1,dra037-s01-b010-f121-i01-p0001,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1530
10,121,1,dra037-s01-b010-f121-i01-p0002,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1528
10,121,1,dra037-s01-b010-f121-i01-p0003,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1530
10,121,1,dra037-s01-b010-f121-i01-p0004,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1537
10,121,1,dra037-s01-b010-f121-i01-p0005,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1527
10,121,1,dra037-s01-b010-f121-i01-p0006,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1532
10,121,1,dra037-s01-b010-f121-i01-p0007,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1525
10,121,1,dra037-s01-b010-f121-i01-p0008,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1521
10,121,1,dra037-s01-b010-f121-i01-p0009,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1515
10,121,1,dra037-s01-b010-f121-i01-p0010,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1510
10,121,1,dra037-s01-b010-f121-i01-p0011,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1527
10,121,1,dra037-s01-b010-f121-i01-p0012,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1514
10,121,1,dra037-s01-b010-f121-i01-p0013,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1524
10,121,1,dra037-s01-b010-f121-i01-p0014,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1535
10,121,1,dra037-s01-b010-f121-i01-p0015,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1513
10,121,1,dra037-s01-b010-f121-i01-p0016,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1531
10,121,1,dra037-s01-b010-f121-i01-p0017,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1524
10,121,1,dra037-s01-b010-f121-i01-p0018,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1524
10,121,1,dra037-s01-b010-f121-i01-p0019,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1518
10,121,1,dra037-s01-b010-f121-i01-p0020,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1524
10,121,1,dra037-s01-b010-f121-i01-p0021,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1514
10,121,1,dra037-s01-b010-f121-i01-p0022,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1525
10,121,1,dra037-s01-b010-f121-i01-p0023,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1528
10,121,1,dra037-s01-b010-f121-i01-p0024,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1532
10,121,1,dra037-s01-b010-f121-i01-p0025,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1523
10,121,1,dra037-s01-b010-f121-i01-p0026,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1526
10,121,1,dra037-s01-b010-f121-i01-p0027,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1524
10,121,1,dra037-s01-b010-f121-i01-p0028,Hamlet,Oct. 8-31,1992,William Shakespeare,"""Stan Wojewodski, Jr.""","""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1535
10,121,2,dra037-s01-b010-f121-i02-p0001,The Seagull,Nov. 3-7,1992,Anton Chekhov,Jonathan Moscone,"""Yale  School of Drama, Yale Repertory Theatre""",Translated by Ronald Hingley.,,,,stan_wojewodski,2048,1059
10,121,2,dra037-s01-b010-f121-i02-p0002,The Seagull,Nov. 3-7,1992,Anton Chekhov,Jonathan Moscone,"""Yale  School of Drama, Yale Repertory Theatre""",Translated by Ronald Hingley.,,,,stan_wojewodski,2048,1033
10,121,2,dra037-s01-b010-f121-i02-p0003,The Seagull,Nov. 3-7,1992,Anton Chekhov,Jonathan Moscone,"""Yale  School of Drama, Yale Repertory Theatre""",Translated by Ronald Hingley.,,,,stan_wojewodski,2048,1048
10,121,2,dra037-s01-b010-f121-i02-p0004,The Seagull,Nov. 3-7,1992,Anton Chekhov,Jonathan Moscone,"""Yale  School of Drama, Yale Repertory Theatre""",Translated by Ronald Hingley.,,,,stan_wojewodski,2048,1043
10,121,2,dra037-s01-b010-f121-i02-p0005,The Seagull,Nov. 3-7,1992,Anton Chekhov,Jonathan Moscone,"""Yale  School of Drama, Yale Repertory Theatre""",Translated by Ronald Hingley.,,,,stan_wojewodski,2048,1042
10,121,2,dra037-s01-b010-f121-i02-p0006,The Seagull,Nov. 3-7,1992,Anton Chekhov,Jonathan Moscone,"""Yale  School of Drama, Yale Repertory Theatre""",Translated by Ronald Hingley.,,,,stan_wojewodski,2048,1040
10,122,1,dra037-s01-b010-f122-i01-p0001,Struggle of the Dogs and the Black,Nov. 12-14,1992,Bernard-Marie Koltes,Jean Randich,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1163
10,122,1,dra037-s01-b010-f122-i01-p0002,Struggle of the Dogs and the Black,Nov. 12-14,1992,Bernard-Marie Koltes,Jean Randich,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1141
10,122,1,dra037-s01-b010-f122-i01-p0003,Struggle of the Dogs and the Black,Nov. 12-14,1992,Bernard-Marie Koltes,Jean Randich,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1154
10,122,1,dra037-s01-b010-f122-i01-p0004,Struggle of the Dogs and the Black,Nov. 12-14,1992,Bernard-Marie Koltes,Jean Randich,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1107
10,122,2,dra037-s01-b010-f122-i02-p0001,Defiling Watercress,Nov. 19-21,1992,Anna Dolan,Tim Vasen,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1329
10,122,2,dra037-s01-b010-f122-i02-p0002,Defiling Watercress,Nov. 19-21,1992,Anna Dolan,Tim Vasen,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1374
10,122,2,dra037-s01-b010-f122-i02-p0003,Defiling Watercress,Nov. 19-21,1992,Anna Dolan,Tim Vasen,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1317
10,122,2,dra037-s01-b010-f122-i02-p0004,Defiling Watercress,Nov. 19-21,1992,Anna Dolan,Tim Vasen,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1318
10,122,3,dra037-s01-b010-f122-i03-p0001,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1581
10,122,3,dra037-s01-b010-f122-i03-p0002,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1535
10,122,3,dra037-s01-b010-f122-i03-p0003,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1578
10,122,3,dra037-s01-b010-f122-i03-p0004,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1581
10,122,3,dra037-s01-b010-f122-i03-p0005,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1581
10,122,3,dra037-s01-b010-f122-i03-p0006,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1559
10,122,3,dra037-s01-b010-f122-i03-p0007,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1574
10,122,3,dra037-s01-b010-f122-i03-p0008,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1570
10,122,3,dra037-s01-b010-f122-i03-p0009,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1562
10,122,3,dra037-s01-b010-f122-i03-p0010,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1573
10,122,3,dra037-s01-b010-f122-i03-p0011,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1553
10,122,3,dra037-s01-b010-f122-i03-p0012,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1574
10,122,3,dra037-s01-b010-f122-i03-p0013,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1559
10,122,3,dra037-s01-b010-f122-i03-p0014,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1571
10,122,3,dra037-s01-b010-f122-i03-p0015,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1560
10,122,3,dra037-s01-b010-f122-i03-p0016,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1572
10,122,3,dra037-s01-b010-f122-i03-p0017,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1556
10,122,3,dra037-s01-b010-f122-i03-p0018,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1578
10,122,3,dra037-s01-b010-f122-i03-p0019,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1556
10,122,3,dra037-s01-b010-f122-i03-p0020,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1581
10,122,3,dra037-s01-b010-f122-i03-p0021,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1549
10,122,3,dra037-s01-b010-f122-i03-p0022,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1581
10,122,3,dra037-s01-b010-f122-i03-p0023,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1564
10,122,3,dra037-s01-b010-f122-i03-p0024,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1582
10,122,3,dra037-s01-b010-f122-i03-p0025,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1558
10,122,3,dra037-s01-b010-f122-i03-p0026,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1578
10,122,3,dra037-s01-b010-f122-i03-p0027,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1557
10,122,3,dra037-s01-b010-f122-i03-p0028,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1571
10,122,3,dra037-s01-b010-f122-i03-p0029,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1562
10,122,3,dra037-s01-b010-f122-i03-p0030,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1570
10,122,3,dra037-s01-b010-f122-i03-p0031,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1560
10,122,3,dra037-s01-b010-f122-i03-p0032,The Colored Museum,Nov. 27-Dec. 19,1992,George C. Wolfe,Donald Douglass,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1582
10,122,4,dra037-s01-b010-f122-i04-p0001,Titus Andronicus,Dec. 3-5,1992,William Shakespeare,Milos Mladenovic,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1669
10,122,4,dra037-s01-b010-f122-i04-p0002,Titus Andronicus,Dec. 3-5,1992,William Shakespeare,Milos Mladenovic,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1647
10,122,4,dra037-s01-b010-f122-i04-p0003,Titus Andronicus,Dec. 3-5,1992,William Shakespeare,Milos Mladenovic,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1715
10,122,4,dra037-s01-b010-f122-i04-p0004,Titus Andronicus,Dec. 3-5,1992,William Shakespeare,Milos Mladenovic,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1736
10,122,5,dra037-s01-b010-f122-i05-p0001,Macbeth,Dec. 16-18,1992,William Shakespeare,Rosa Joshi,"""Yale  School of Drama, Experimental Theatre""",,,,,stan_wojewodski,2048,1322
10,122,5,dra037-s01-b010-f122-i05-p0002,Macbeth,Dec. 16-18,1992,William Shakespeare,Rosa Joshi,"""Yale  School of Drama, Experimental Theatre""",,,,,stan_wojewodski,2048,1336
10,122,5,dra037-s01-b010-f122-i05-p0003,Macbeth,Dec. 16-18,1992,William Shakespeare,Rosa Joshi,"""Yale  School of Drama, Experimental Theatre""",,,,,stan_wojewodski,2048,1321
10,122,5,dra037-s01-b010-f122-i05-p0004,Macbeth,Dec. 16-18,1992,William Shakespeare,Rosa Joshi,"""Yale  School of Drama, Experimental Theatre""",,,,,stan_wojewodski,2048,1319
10,123,1,dra037-s01-b010-f123-i01-p0001,Don Juan,,1993,Moliere,Jane Kaplan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1305
10,123,1,dra037-s01-b010-f123-i01-p0002,Don Juan,,1993,Moliere,Jane Kaplan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1311
10,123,1,dra037-s01-b010-f123-i01-p0003,Don Juan,,1993,Moliere,Jane Kaplan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,stan_wojewodski,2048,1316
10,123,2,dra037-s01-b010-f123-i02-p0001,The Ghost Sonata,Feb. 2-6,1993,August Strindberg,Earle R. Gister,"""Yale  School of Drama, Experimental Theatre""",Translated by Evert Sprinchorn.,,,,stan_wojewodski,2048,1338
10,123,2,dra037-s01-b010-f123-i02-p0002,The Ghost Sonata,Feb. 2-6,1993,August Strindberg,Earle R. Gister,"""Yale  School of Drama, Experimental Theatre""",Translated by Evert Sprinchorn.,,,,stan_wojewodski,2048,1346
10,123,2,dra037-s01-b010-f123-i02-p0003,The Ghost Sonata,Feb. 2-6,1993,August Strindberg,Earle R. Gister,"""Yale  School of Drama, Experimental Theatre""",Translated by Evert Sprinchorn.,,,,stan_wojewodski,2048,1319
10,123,2,dra037-s01-b010-f123-i02-p0004,The Ghost Sonata,Feb. 2-6,1993,August Strindberg,Earle R. Gister,"""Yale  School of Drama, Experimental Theatre""",Translated by Evert Sprinchorn.,,,,stan_wojewodski,2048,1339
10,123,4,dra037-s01-b010-f123-i04-p0001,A Midsummer Night's Dream,Feb. 25-27,1993,William Shakespeare,Kamyar Atabi,"""Yale  School of Drama, Experimental Theatre""",,,,,stan_wojewodski,2048,1648
